id,business_name,sector,lga,ward,street,annual_revenue,employee_count,registered
4312,Mckay-Rhodes,Real Estate,Ikorodu,Ward 5 Ikorodu,Street 2 Ward 5 Ikorodu,9097975,286,False
4313,Hopkins Inc,Transport,Mushin,Ward 1 Mushin,Street 4 Ward 1 Mushin,254597580,327,True
4314,Casey-Mendoza,Retail,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 2 Ward 4 Amuwo-Odofin,249866752,131,True
4315,Potter-Juarez,Tech,Somolu,Ward 3 Somolu,Street 6 Ward 3 Somolu,191776028,218,False
4316,"Smith, Anderson and Ho",Tech,Lekki,Ward 3 Lekki,Street 2 Ward 3 Lekki,317211997,109,False
4317,"Guzman, Sanchez and Esparza",Tech,Victoria Island,Ward 5 Victoria Island,Street 3 Ward 5 Victoria Island,344127271,183,False
4318,"Lester, Gardner and Perez",Retail,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 3 Ward 1 Ifako-Ijaiye,92882089,459,False
4319,"Williams, Glass and Robertson",Tech,Alimosho,Ward 2 Alimosho,Street 8 Ward 2 Alimosho,232012203,375,True
4320,Garcia LLC,Retail,Ikeja,Ward 2 Ikeja,Street 8 Ward 2 Ikeja,112363200,207,True
4321,Martinez-Matthews,Transport,Eti-Osa,Ward 3 Eti-Osa,Street 9 Ward 3 Eti-Osa,441839373,403,True
4322,"Aguilar, Williams and Logan",Manufacturing,Kosofe,Ward 2 Kosofe,Street 2 Ward 2 Kosofe,72122979,219,False
4323,Coleman Inc,Hospitality,Ajah,Ward 1 Ajah,Street 6 Ward 1 Ajah,325678393,65,True
4324,Flores-Gray,Retail,Badagry,Ward 4 Badagry,Street 1 Ward 4 Badagry,357281812,274,False
4325,Dennis-Rivera,Hospitality,Ikorodu,Ward 5 Ikorodu,Street 7 Ward 5 Ikorodu,218010495,412,False
4326,"Johnson, Martin and Ward",Finance,Eti-Osa,Ward 4 Eti-Osa,Street 7 Ward 4 Eti-Osa,409384548,379,False
4327,Henry-Kirby,Tech,Victoria Island,Ward 2 Victoria Island,Street 6 Ward 2 Victoria Island,82158543,397,True
4328,Cruz-Lawrence,Manufacturing,Epe,Ward 3 Epe,Street 6 Ward 3 Epe,273372821,98,True
4329,Cook LLC,Finance,Badagry,Ward 4 Badagry,Street 10 Ward 4 Badagry,223176820,149,False
4330,Snyder Ltd,Manufacturing,Somolu,Ward 3 Somolu,Street 7 Ward 3 Somolu,386559868,30,True
4331,Lucero Inc,Manufacturing,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,307065554,334,False
4332,Bell-Miller,Transport,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 8 Ward 2 Ifako-Ijaiye,313894836,78,True
4333,Hawkins-Rivera,Retail,Shomolu,Ward 3 Shomolu,Street 9 Ward 3 Shomolu,473385274,102,True
4334,Herring-Horne,Finance,Mushin,Ward 5 Mushin,Street 9 Ward 5 Mushin,299782773,171,True
4335,Peterson LLC,Tech,Mushin,Ward 4 Mushin,Street 1 Ward 4 Mushin,464605104,408,False
4336,"Kennedy, Hansen and Garner",Real Estate,Yaba,Ward 1 Yaba,Street 2 Ward 1 Yaba,353164901,72,False
4337,Torres-Miller,Manufacturing,Agege,Ward 4 Agege,Street 10 Ward 4 Agege,465771272,335,False
4338,Hudson-Tyler,Hospitality,Eti-Osa,Ward 4 Eti-Osa,Street 9 Ward 4 Eti-Osa,300291190,161,True
4339,Mahoney-Evans,Tech,Somolu,Ward 4 Somolu,Street 6 Ward 4 Somolu,404537048,484,True
4340,"Livingston, Price and Larsen",Tech,Kosofe,Ward 5 Kosofe,Street 3 Ward 5 Kosofe,147263405,357,False
4341,Coleman-Rodriguez,Manufacturing,Somolu,Ward 1 Somolu,Street 6 Ward 1 Somolu,233315913,128,False
4342,"Evans, Gomez and Brooks",Retail,Yaba,Ward 3 Yaba,Street 2 Ward 3 Yaba,390180232,170,True
4343,Wilson Inc,Retail,Kosofe,Ward 4 Kosofe,Street 5 Ward 4 Kosofe,170780239,59,False
4344,Walker Group,Hospitality,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 8 Ward 3 Amuwo-Odofin,129724451,469,True
4345,Hart-Davis,Real Estate,Ikeja,Ward 5 Ikeja,Street 4 Ward 5 Ikeja,163652132,178,False
4346,Brown Group,Finance,Somolu,Ward 2 Somolu,Street 7 Ward 2 Somolu,327864286,249,True
4347,Nelson-Hughes,Finance,Kosofe,Ward 3 Kosofe,Street 4 Ward 3 Kosofe,41476288,195,False
4348,Becker LLC,Finance,Ikeja,Ward 2 Ikeja,Street 9 Ward 2 Ikeja,281718562,482,False
4349,Jones-Wheeler,Manufacturing,Agege,Ward 3 Agege,Street 9 Ward 3 Agege,21692032,321,True
4350,Pearson-Acosta,Tech,Alimosho,Ward 1 Alimosho,Street 4 Ward 1 Alimosho,336439291,396,False
4351,Schmidt-Hernandez,Retail,Lekki,Ward 5 Lekki,Street 4 Ward 5 Lekki,269117559,464,True
4352,Davis-Noble,Real Estate,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 2 Ward 4 Ifako-Ijaiye,91910540,447,True
4353,Jennings Inc,Finance,Shomolu,Ward 2 Shomolu,Street 3 Ward 2 Shomolu,204172666,500,True
4354,"Bowman, Berg and Pace",Manufacturing,Yaba,Ward 2 Yaba,Street 8 Ward 2 Yaba,208134623,404,True
4355,Mitchell-Butler,Hospitality,Mushin,Ward 4 Mushin,Street 10 Ward 4 Mushin,35578715,315,True
4356,"Powell, Barnett and Johnson",Finance,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 3 Ward 1 Ifako-Ijaiye,319875963,435,True
4357,"Walker, Brown and Lopez",Finance,Kosofe,Ward 1 Kosofe,Street 4 Ward 1 Kosofe,52730735,237,False
4358,Hammond LLC,Manufacturing,Ikeja,Ward 5 Ikeja,Street 6 Ward 5 Ikeja,54204091,495,False
4359,Miller Inc,Manufacturing,Epe,Ward 3 Epe,Street 7 Ward 3 Epe,118616324,57,True
4360,Carlson-Reyes,Manufacturing,Shomolu,Ward 4 Shomolu,Street 5 Ward 4 Shomolu,134260488,56,False
4361,Welch-Henson,Tech,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,321050106,481,True
4362,Stewart-Gray,Finance,Agege,Ward 2 Agege,Street 3 Ward 2 Agege,53345447,261,True
4363,Mccullough-Cox,Hospitality,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 4 Ward 2 Ifako-Ijaiye,32564307,417,False
4364,Henry Group,Finance,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 6 Ward 1 Oshodi-Isolo,429622714,199,True
4365,"Carter, Brown and Phillips",Hospitality,Shomolu,Ward 3 Shomolu,Street 8 Ward 3 Shomolu,73924759,104,True
4366,"Holmes, Williams and Rivera",Retail,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,56877774,483,True
4367,Aguilar LLC,Real Estate,Mushin,Ward 1 Mushin,Street 1 Ward 1 Mushin,169595846,384,True
4368,Jones PLC,Real Estate,Victoria Island,Ward 2 Victoria Island,Street 5 Ward 2 Victoria Island,174889035,200,True
4369,Chan Inc,Finance,Badagry,Ward 4 Badagry,Street 7 Ward 4 Badagry,145316736,299,True
4370,Dean and Sons,Manufacturing,Eti-Osa,Ward 1 Eti-Osa,Street 10 Ward 1 Eti-Osa,81905934,31,False
4371,"Long, King and Fernandez",Hospitality,Victoria Island,Ward 3 Victoria Island,Street 3 Ward 3 Victoria Island,384519603,487,False
4372,Armstrong-Wong,Tech,Kosofe,Ward 5 Kosofe,Street 5 Ward 5 Kosofe,351939956,329,True
4373,Yang LLC,Transport,Epe,Ward 2 Epe,Street 9 Ward 2 Epe,193863215,86,False
4374,Williams-Harper,Tech,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 8 Ward 4 Ifako-Ijaiye,50307322,80,False
4375,Gross PLC,Tech,Alimosho,Ward 3 Alimosho,Street 3 Ward 3 Alimosho,209086888,328,True
4376,Munoz-Hansen,Retail,Agege,Ward 4 Agege,Street 2 Ward 4 Agege,298488502,98,True
4377,"Mcgrath, Taylor and Lane",Tech,Ajah,Ward 3 Ajah,Street 2 Ward 3 Ajah,135089629,424,True
4378,"Smith, Cooper and Dominguez",Retail,Lekki,Ward 4 Lekki,Street 7 Ward 4 Lekki,377088426,346,False
4379,"Jones, Monroe and Schultz",Manufacturing,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 1 Ward 4 Ifako-Ijaiye,478458416,383,True
4380,"Jacobs, Burke and Gross",Finance,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,490387649,382,False
4381,Ramirez LLC,Hospitality,Agege,Ward 1 Agege,Street 6 Ward 1 Agege,235229943,260,False
4382,Thomas-Cardenas,Real Estate,Kosofe,Ward 4 Kosofe,Street 6 Ward 4 Kosofe,411159219,89,True
4383,Brooks and Sons,Real Estate,Apapa,Ward 5 Apapa,Street 1 Ward 5 Apapa,205200648,171,True
4384,Stout Inc,Hospitality,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,41286903,404,True
4385,Hicks PLC,Real Estate,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 9 Ward 3 Ifako-Ijaiye,494976126,75,False
4386,Conley Group,Real Estate,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 1 Ward 4 Amuwo-Odofin,303173933,298,True
4387,Diaz and Sons,Manufacturing,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 9 Ward 5 Amuwo-Odofin,383128693,58,False
4388,Harris Group,Retail,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 9 Ward 1 Amuwo-Odofin,85889808,230,False
4389,Weeks-Tate,Finance,Surulere,Ward 4 Surulere,Street 6 Ward 4 Surulere,79820279,256,False
4390,Lewis-Richmond,Hospitality,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 10 Ward 2 Ifako-Ijaiye,24433800,191,True
4391,Allen Inc,Manufacturing,Badagry,Ward 4 Badagry,Street 4 Ward 4 Badagry,144690196,10,True
4392,Lawrence and Sons,Hospitality,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,36652251,52,True
4393,"Mason, Carey and Mccormick",Hospitality,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 8 Ward 3 Oshodi-Isolo,307889239,229,True
4394,Logan-Thompson,Hospitality,Ajah,Ward 4 Ajah,Street 9 Ward 4 Ajah,19799048,53,True
4395,May PLC,Transport,Agege,Ward 5 Agege,Street 6 Ward 5 Agege,385393046,400,True
4396,Mcdowell LLC,Finance,Apapa,Ward 3 Apapa,Street 4 Ward 3 Apapa,393049739,266,False
4397,Freeman and Sons,Hospitality,Lekki,Ward 5 Lekki,Street 1 Ward 5 Lekki,275792060,328,True
4398,"Harrison, Mckinney and Harris",Real Estate,Badagry,Ward 2 Badagry,Street 7 Ward 2 Badagry,474929811,73,True
4399,"Mcmahon, Hamilton and Barr",Real Estate,Lekki,Ward 4 Lekki,Street 6 Ward 4 Lekki,366127862,232,False
4400,Curry Ltd,Hospitality,Yaba,Ward 2 Yaba,Street 10 Ward 2 Yaba,239323701,383,False
4401,Lee-Richardson,Finance,Ikeja,Ward 3 Ikeja,Street 3 Ward 3 Ikeja,492413934,275,True
4402,Cook Ltd,Manufacturing,Alimosho,Ward 4 Alimosho,Street 4 Ward 4 Alimosho,8991541,86,True
4403,King-Mitchell,Transport,Kosofe,Ward 3 Kosofe,Street 9 Ward 3 Kosofe,143550572,71,True
4404,Lopez and Sons,Hospitality,Surulere,Ward 5 Surulere,Street 9 Ward 5 Surulere,165332170,241,False
4405,"Walker, Martin and Smith",Hospitality,Yaba,Ward 5 Yaba,Street 6 Ward 5 Yaba,121310438,30,True
4406,Gonzales-Martin,Retail,Agege,Ward 3 Agege,Street 5 Ward 3 Agege,464378006,127,False
4407,"Mccann, Dorsey and Davis",Manufacturing,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 9 Ward 4 Oshodi-Isolo,252946735,253,True
4408,White-Miles,Tech,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 5 Ward 5 Ifako-Ijaiye,139649329,94,False
4409,"Hernandez, Pruitt and Harris",Hospitality,Victoria Island,Ward 1 Victoria Island,Street 9 Ward 1 Victoria Island,223774359,278,True
4410,Clark-Murillo,Tech,Kosofe,Ward 1 Kosofe,Street 10 Ward 1 Kosofe,490573230,309,True
4411,"Fernandez, Dawson and Morris",Retail,Ajah,Ward 4 Ajah,Street 2 Ward 4 Ajah,77547751,432,False
4412,Shah-Howard,Transport,Ikorodu,Ward 1 Ikorodu,Street 9 Ward 1 Ikorodu,90718372,427,False
4413,Randall LLC,Hospitality,Alimosho,Ward 4 Alimosho,Street 9 Ward 4 Alimosho,465223757,317,False
4414,Olson LLC,Hospitality,Eti-Osa,Ward 5 Eti-Osa,Street 10 Ward 5 Eti-Osa,417307082,202,True
4415,Higgins LLC,Manufacturing,Agege,Ward 4 Agege,Street 7 Ward 4 Agege,8700264,298,True
4416,"Ellis, Galloway and Rogers",Real Estate,Surulere,Ward 4 Surulere,Street 10 Ward 4 Surulere,164378076,484,True
4417,Collins Ltd,Retail,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,231940904,141,True
4418,"Donovan, Shaw and Hurst",Manufacturing,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,288729016,482,False
4419,White-Jensen,Real Estate,Ajah,Ward 5 Ajah,Street 4 Ward 5 Ajah,64533605,191,True
4420,Henry Group,Finance,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,483760983,147,False
4421,Gilbert-Berry,Finance,Eti-Osa,Ward 4 Eti-Osa,Street 6 Ward 4 Eti-Osa,127239320,146,True
4422,"Blevins, Barnes and Silva",Finance,Apapa,Ward 1 Apapa,Street 1 Ward 1 Apapa,233176244,181,False
4423,Casey-Franklin,Manufacturing,Alimosho,Ward 5 Alimosho,Street 1 Ward 5 Alimosho,406204953,342,False
4424,Carter Group,Manufacturing,Surulere,Ward 1 Surulere,Street 3 Ward 1 Surulere,178369312,188,False
4425,Hernandez-Cruz,Transport,Somolu,Ward 2 Somolu,Street 5 Ward 2 Somolu,369151944,341,False
4426,Zhang-Mckinney,Transport,Ikeja,Ward 3 Ikeja,Street 1 Ward 3 Ikeja,35973613,231,False
4427,Johnston-Montoya,Manufacturing,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,7561414,46,False
4428,"Murray, Brooks and Webb",Retail,Victoria Island,Ward 1 Victoria Island,Street 1 Ward 1 Victoria Island,396972161,375,True
4429,"Weaver, Stevenson and Nelson",Transport,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,372733669,492,False
4430,Barker LLC,Transport,Ajah,Ward 5 Ajah,Street 10 Ward 5 Ajah,325888667,234,False
4431,Brown-Cuevas,Tech,Surulere,Ward 1 Surulere,Street 7 Ward 1 Surulere,450360513,485,True
4432,Lewis-Miller,Retail,Kosofe,Ward 4 Kosofe,Street 8 Ward 4 Kosofe,420983073,476,False
4433,Byrd-Adams,Retail,Ikeja,Ward 1 Ikeja,Street 6 Ward 1 Ikeja,489459149,309,False
4434,"Oliver, Garcia and Jones",Manufacturing,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,347587552,9,True
4435,"Young, Kidd and Powers",Real Estate,Somolu,Ward 4 Somolu,Street 6 Ward 4 Somolu,341976121,175,False
4436,Dunn Group,Manufacturing,Victoria Island,Ward 3 Victoria Island,Street 5 Ward 3 Victoria Island,222903599,9,False
4437,"Chambers, Vaughn and Kim",Real Estate,Apapa,Ward 2 Apapa,Street 6 Ward 2 Apapa,134037041,497,False
4438,Adams Inc,Tech,Eti-Osa,Ward 5 Eti-Osa,Street 6 Ward 5 Eti-Osa,58170545,18,True
4439,"Rollins, Lewis and Rush",Manufacturing,Victoria Island,Ward 4 Victoria Island,Street 9 Ward 4 Victoria Island,65132532,284,False
4440,"Finley, Gill and Hawkins",Retail,Somolu,Ward 2 Somolu,Street 1 Ward 2 Somolu,117325954,356,False
4441,Green-Kramer,Finance,Ikeja,Ward 2 Ikeja,Street 8 Ward 2 Ikeja,474137326,125,True
4442,Salinas Ltd,Real Estate,Mushin,Ward 1 Mushin,Street 2 Ward 1 Mushin,494824539,225,True
4443,Clark LLC,Transport,Victoria Island,Ward 2 Victoria Island,Street 5 Ward 2 Victoria Island,497373569,442,False
4444,Carroll-Oliver,Transport,Surulere,Ward 2 Surulere,Street 3 Ward 2 Surulere,457986449,388,True
4445,Morris-Mcdonald,Finance,Shomolu,Ward 2 Shomolu,Street 5 Ward 2 Shomolu,430005333,245,True
4446,Hanson Ltd,Manufacturing,Somolu,Ward 3 Somolu,Street 10 Ward 3 Somolu,253083407,430,True
4447,Nelson Inc,Retail,Epe,Ward 4 Epe,Street 6 Ward 4 Epe,166007570,212,True
4448,Wallace PLC,Tech,Ikeja,Ward 3 Ikeja,Street 6 Ward 3 Ikeja,97571556,295,True
4449,"Douglas, Wilkins and Davis",Finance,Kosofe,Ward 5 Kosofe,Street 3 Ward 5 Kosofe,68834919,115,True
4450,"Lara, Fitzpatrick and Cooper",Retail,Shomolu,Ward 2 Shomolu,Street 8 Ward 2 Shomolu,447486699,247,False
4451,Massey-Armstrong,Finance,Ikeja,Ward 1 Ikeja,Street 2 Ward 1 Ikeja,138537401,316,True
4452,Robinson Ltd,Transport,Ajah,Ward 2 Ajah,Street 2 Ward 2 Ajah,394976617,215,False
4453,Medina-Baldwin,Transport,Badagry,Ward 4 Badagry,Street 5 Ward 4 Badagry,95641169,24,True
4454,Gibson Group,Finance,Kosofe,Ward 2 Kosofe,Street 6 Ward 2 Kosofe,250048358,426,True
4455,"Jones, Gay and Lawrence",Tech,Surulere,Ward 5 Surulere,Street 5 Ward 5 Surulere,335467414,170,False
4456,Bonilla-Johnson,Retail,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,141630543,421,False
4457,Carter-Brown,Manufacturing,Surulere,Ward 1 Surulere,Street 8 Ward 1 Surulere,211737472,55,False
4458,Garza-Mcguire,Hospitality,Mushin,Ward 1 Mushin,Street 5 Ward 1 Mushin,53384715,278,True
4459,Little Inc,Transport,Apapa,Ward 5 Apapa,Street 6 Ward 5 Apapa,93378753,255,False
4460,Patrick LLC,Retail,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 7 Ward 1 Amuwo-Odofin,469733647,464,False
4461,Johnson-Mcbride,Manufacturing,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 6 Ward 4 Oshodi-Isolo,372962510,223,False
4462,Lopez-Porter,Tech,Alimosho,Ward 1 Alimosho,Street 3 Ward 1 Alimosho,486551722,136,False
4463,"Underwood, Kennedy and Lester",Manufacturing,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,78062221,179,True
4464,Edwards-Nicholson,Real Estate,Surulere,Ward 1 Surulere,Street 6 Ward 1 Surulere,208621160,235,True
4465,Johnson-Freeman,Manufacturing,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,197311395,365,True
4466,Gonzalez-Foster,Manufacturing,Somolu,Ward 1 Somolu,Street 4 Ward 1 Somolu,64458736,249,False
4467,Thomas-Pruitt,Tech,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,175286938,33,False
4468,"Snyder, Gomez and Martinez",Hospitality,Badagry,Ward 5 Badagry,Street 1 Ward 5 Badagry,405959006,350,True
4469,Mitchell PLC,Real Estate,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,186391995,412,True
4470,Owens PLC,Manufacturing,Lekki,Ward 2 Lekki,Street 2 Ward 2 Lekki,329574120,69,False
4471,Miller-Mathis,Real Estate,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 10 Ward 1 Ifako-Ijaiye,115135619,270,True
4472,Davis-Khan,Real Estate,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 8 Ward 3 Ifako-Ijaiye,450623735,487,False
4473,"Kemp, Chambers and Calhoun",Manufacturing,Mushin,Ward 3 Mushin,Street 6 Ward 3 Mushin,67972525,189,False
4474,"Powers, Williams and Villa",Manufacturing,Ikeja,Ward 1 Ikeja,Street 3 Ward 1 Ikeja,367975454,42,True
4475,Brown PLC,Retail,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 6 Ward 1 Ifako-Ijaiye,495129411,465,False
4476,Martin PLC,Hospitality,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,492002413,475,True
4477,Gill-Horne,Finance,Ikorodu,Ward 3 Ikorodu,Street 3 Ward 3 Ikorodu,494196113,214,True
4478,Osborn-Davis,Finance,Somolu,Ward 5 Somolu,Street 2 Ward 5 Somolu,378105530,286,False
4479,Myers LLC,Hospitality,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,85444226,108,True
4480,Anderson PLC,Manufacturing,Apapa,Ward 2 Apapa,Street 2 Ward 2 Apapa,233356994,92,False
4481,Massey LLC,Finance,Yaba,Ward 4 Yaba,Street 5 Ward 4 Yaba,293363171,476,False
4482,Burgess-Lane,Tech,Agege,Ward 4 Agege,Street 7 Ward 4 Agege,151414388,61,True
4483,"Cohen, Garcia and Smith",Hospitality,Kosofe,Ward 3 Kosofe,Street 6 Ward 3 Kosofe,297410345,179,False
4484,Savage and Sons,Finance,Kosofe,Ward 5 Kosofe,Street 10 Ward 5 Kosofe,436258249,123,True
4485,"Mcdonald, Sosa and Randall",Real Estate,Alimosho,Ward 2 Alimosho,Street 4 Ward 2 Alimosho,131190729,61,False
4486,Harris Inc,Tech,Mushin,Ward 2 Mushin,Street 3 Ward 2 Mushin,337991846,332,False
4487,Mccormick Group,Retail,Apapa,Ward 3 Apapa,Street 5 Ward 3 Apapa,220911297,369,False
4488,Fitzgerald-Johnson,Tech,Somolu,Ward 2 Somolu,Street 2 Ward 2 Somolu,376551398,272,False
4489,Harris LLC,Finance,Epe,Ward 5 Epe,Street 3 Ward 5 Epe,139784149,158,False
4490,Davis-Johnston,Real Estate,Shomolu,Ward 3 Shomolu,Street 6 Ward 3 Shomolu,366742853,452,False
4491,White and Sons,Retail,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 6 Ward 4 Ifako-Ijaiye,14020045,471,False
4492,Sims Inc,Real Estate,Victoria Island,Ward 4 Victoria Island,Street 3 Ward 4 Victoria Island,5589804,370,False
4493,Smith PLC,Real Estate,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 9 Ward 3 Oshodi-Isolo,117645682,432,True
4494,James and Sons,Retail,Somolu,Ward 3 Somolu,Street 9 Ward 3 Somolu,378573994,267,False
4495,"Garcia, Owens and Phillips",Retail,Yaba,Ward 3 Yaba,Street 6 Ward 3 Yaba,225810696,34,True
4496,"Carter, Werner and Green",Hospitality,Victoria Island,Ward 2 Victoria Island,Street 1 Ward 2 Victoria Island,258637868,13,True
4497,Scott and Sons,Tech,Eti-Osa,Ward 1 Eti-Osa,Street 5 Ward 1 Eti-Osa,479523787,285,False
4498,"James, Jones and Salazar",Retail,Victoria Island,Ward 5 Victoria Island,Street 4 Ward 5 Victoria Island,293046650,277,True
4499,Sullivan-Estrada,Retail,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 10 Ward 4 Oshodi-Isolo,236218295,485,True
4500,Berry-Cox,Transport,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,266329651,294,True
4501,Smith-Griffin,Finance,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 8 Ward 4 Ifako-Ijaiye,69916093,266,True
4502,Harmon-Smith,Finance,Shomolu,Ward 3 Shomolu,Street 7 Ward 3 Shomolu,182494439,260,True
4503,"Bowman, Barry and Mason",Manufacturing,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 3 Ward 3 Ifako-Ijaiye,94475480,356,True
4504,White Ltd,Tech,Shomolu,Ward 5 Shomolu,Street 8 Ward 5 Shomolu,18329761,480,False
4505,Holmes Group,Finance,Ikorodu,Ward 3 Ikorodu,Street 5 Ward 3 Ikorodu,207547052,17,False
4506,Mitchell-Floyd,Retail,Mushin,Ward 1 Mushin,Street 3 Ward 1 Mushin,169829602,202,False
4507,"Ochoa, Ward and Ward",Finance,Badagry,Ward 2 Badagry,Street 10 Ward 2 Badagry,344182026,396,False
4508,"Ortega, Wade and Bryant",Manufacturing,Victoria Island,Ward 3 Victoria Island,Street 5 Ward 3 Victoria Island,145157833,418,False
4509,Simmons Group,Real Estate,Apapa,Ward 3 Apapa,Street 10 Ward 3 Apapa,136413507,37,False
4510,Campbell Group,Retail,Victoria Island,Ward 5 Victoria Island,Street 4 Ward 5 Victoria Island,79904766,116,False
4511,Villa-Moore,Tech,Surulere,Ward 2 Surulere,Street 5 Ward 2 Surulere,319084671,146,True
4512,"Anderson, Fernandez and Castro",Tech,Kosofe,Ward 1 Kosofe,Street 5 Ward 1 Kosofe,354051909,342,False
4513,"Cole, Barnes and Ray",Manufacturing,Ikeja,Ward 2 Ikeja,Street 5 Ward 2 Ikeja,220178889,212,False
4514,Larson Inc,Finance,Lekki,Ward 2 Lekki,Street 7 Ward 2 Lekki,26405514,250,False
4515,"Long, Lee and Reed",Tech,Surulere,Ward 1 Surulere,Street 2 Ward 1 Surulere,475612323,266,False
4516,"Hughes, West and Sanchez",Manufacturing,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 5 Ward 4 Oshodi-Isolo,461555367,210,False
4517,Reed and Sons,Real Estate,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,30423569,352,False
4518,"Miller, Smith and Rodriguez",Retail,Agege,Ward 2 Agege,Street 9 Ward 2 Agege,391011861,293,False
4519,"Whitaker, Taylor and Underwood",Manufacturing,Badagry,Ward 2 Badagry,Street 1 Ward 2 Badagry,292338364,233,False
4520,Martinez-Carroll,Retail,Ikeja,Ward 3 Ikeja,Street 1 Ward 3 Ikeja,106938040,189,False
4521,"Cortez, Perez and Werner",Manufacturing,Yaba,Ward 5 Yaba,Street 7 Ward 5 Yaba,124843175,22,False
4522,Thomas and Sons,Transport,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,180640242,159,True
4523,"Collins, Marsh and Stewart",Manufacturing,Somolu,Ward 1 Somolu,Street 4 Ward 1 Somolu,259540365,129,True
4524,Wright Ltd,Finance,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,169830746,49,True
4525,Wolfe Ltd,Finance,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,169927534,89,False
4526,Ward Group,Real Estate,Victoria Island,Ward 2 Victoria Island,Street 9 Ward 2 Victoria Island,109074759,295,False
4527,"Davis, Mora and Williams",Transport,Epe,Ward 3 Epe,Street 7 Ward 3 Epe,88619109,123,False
4528,"Cruz, Good and Ortega",Tech,Shomolu,Ward 1 Shomolu,Street 2 Ward 1 Shomolu,435166157,402,False
4529,Lewis-Harrison,Manufacturing,Epe,Ward 2 Epe,Street 6 Ward 2 Epe,404472435,422,False
4530,Martin-Scott,Tech,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,78878313,210,False
4531,Rose-Gibbs,Tech,Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,496381807,364,True
4532,"Mcclain, Rivera and Silva",Tech,Yaba,Ward 2 Yaba,Street 5 Ward 2 Yaba,12086558,132,True
4533,Hanson-Miller,Hospitality,Agege,Ward 3 Agege,Street 9 Ward 3 Agege,344139686,63,False
