id,owner_id,lga,ward,street,property_type,estimated_value
18576,18576,Badagry,Ward 5 Badagry,Street 2 Ward 5 Badagry,Residential,11284764.12
18577,18577,Mushin,Ward 1 Mushin,Street 2 Ward 1 Mushin,Commercial,15431473.07
18578,18578,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,Residential,7211499.73
18579,18579,Epe,Ward 1 Epe,Street 1 Ward 1 Epe,Commercial,3185621.86
18580,18580,Ikeja,Ward 3 Ikeja,Street 8 Ward 3 Ikeja,Commercial,28921836.7
18581,18581,Ikeja,Ward 4 Ikeja,Street 3 Ward 4 Ikeja,Residential,26328016.69
18582,18582,Victoria Island,Ward 1 Victoria Island,Street 9 Ward 1 Victoria Island,Commercial,71643503.78
18583,18583,Yaba,Ward 1 Yaba,Street 3 Ward 1 Yaba,Commercial,17983150.98
18584,18584,Lekki,Ward 1 Lekki,Street 9 Ward 1 Lekki,Residential,15289123.4
18585,18585,Alimosho,Ward 4 Alimosho,Street 4 Ward 4 Alimosho,Residential,8330136.21
18586,18586,Lekki,Ward 3 Lekki,Street 5 Ward 3 Lekki,Residential,20237926.3
18587,18587,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 10 Ward 1 Amuwo-Odofin,Commercial,13745136.78
18588,18588,Ikorodu,Ward 5 Ikorodu,Street 1 Ward 5 Ikorodu,Commercial,6559036.01
18589,18589,Somolu,Ward 1 Somolu,Street 8 Ward 1 Somolu,Residential,11584725.75
18590,18590,Ajah,Ward 5 Ajah,Street 3 Ward 5 Ajah,Residential,26989609.24
18591,18591,Mushin,Ward 5 Mushin,Street 8 Ward 5 Mushin,Commercial,20288313.12
18592,18592,Victoria Island,Ward 3 Victoria Island,Street 9 Ward 3 Victoria Island,Commercial,22624636.2
18593,18593,Somolu,Ward 2 Somolu,Street 6 Ward 2 Somolu,Residential,10270100.58
18594,18594,Mushin,Ward 1 Mushin,Street 3 Ward 1 Mushin,Commercial,16007812.3
18595,18595,Ikorodu,Ward 2 Ikorodu,Street 5 Ward 2 Ikorodu,Commercial,10701841.81
18596,18596,Kosofe,Ward 4 Kosofe,Street 1 Ward 4 Kosofe,Residential,15667603.24
18597,18597,Alimosho,Ward 4 Alimosho,Street 3 Ward 4 Alimosho,Residential,5087333.99
18598,18598,Lekki,Ward 2 Lekki,Street 3 Ward 2 Lekki,Commercial,50433188.25
18599,18599,Apapa,Ward 1 Apapa,Street 7 Ward 1 Apapa,Residential,21045469.07
18600,18600,Ikeja,Ward 2 Ikeja,Street 2 Ward 2 Ikeja,Commercial,12694038.42
18601,18601,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,Residential,14733616.58
18602,18602,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 7 Ward 1 Ifako-Ijaiye,Residential,9051937.89
18603,18603,Apapa,Ward 2 Apapa,Street 8 Ward 2 Apapa,Residential,6282059.34
18604,18604,Eti-Osa,Ward 1 Eti-Osa,Street 3 Ward 1 Eti-Osa,Commercial,12881736.9
18605,18605,Victoria Island,Ward 2 Victoria Island,Street 5 Ward 2 Victoria Island,Residential,11401588.61
18606,18606,Victoria Island,Ward 1 Victoria Island,Street 2 Ward 1 Victoria Island,Commercial,49623181.29
18607,18607,Mushin,Ward 2 Mushin,Street 6 Ward 2 Mushin,Commercial,5788685.75
18608,18608,Yaba,Ward 2 Yaba,Street 3 Ward 2 Yaba,Residential,10346186.56
18609,18609,Somolu,Ward 5 Somolu,Street 2 Ward 5 Somolu,Residential,8009485.84
18610,18610,Badagry,Ward 1 Badagry,Street 5 Ward 1 Badagry,Residential,4771472.97
18611,18611,Somolu,Ward 1 Somolu,Street 8 Ward 1 Somolu,Residential,14051856.51
18612,18612,Ikorodu,Ward 5 Ikorodu,Street 4 Ward 5 Ikorodu,Residential,3546426.68
18613,18613,Victoria Island,Ward 4 Victoria Island,Street 7 Ward 4 Victoria Island,Residential,64135826.94
18614,18614,Lekki,Ward 3 Lekki,Street 2 Ward 3 Lekki,Residential,19300863.57
18615,18615,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 9 Ward 1 Amuwo-Odofin,Commercial,2203160.08
18616,18616,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 2 Ward 5 Ifako-Ijaiye,Commercial,3628315.88
18617,18617,Alimosho,Ward 5 Alimosho,Street 8 Ward 5 Alimosho,Commercial,4479577.37
18618,18618,Yaba,Ward 5 Yaba,Street 10 Ward 5 Yaba,Commercial,8212549.67
18619,18619,Surulere,Ward 1 Surulere,Street 5 Ward 1 Surulere,Commercial,21176107.08
18620,18620,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,Commercial,62582932.97
18621,18621,Somolu,Ward 3 Somolu,Street 2 Ward 3 Somolu,Residential,11663621.86
18622,18622,Epe,Ward 3 Epe,Street 2 Ward 3 Epe,Residential,2598332.37
18623,18623,Ikorodu,Ward 3 Ikorodu,Street 6 Ward 3 Ikorodu,Residential,3066360.95
18624,18624,Ajah,Ward 5 Ajah,Street 1 Ward 5 Ajah,Commercial,711693.3
18625,18625,Badagry,Ward 1 Badagry,Street 10 Ward 1 Badagry,Commercial,10752235.0
18626,18626,Lekki,Ward 2 Lekki,Street 10 Ward 2 Lekki,Commercial,15072350.78
18627,18627,Somolu,Ward 4 Somolu,Street 4 Ward 4 Somolu,Commercial,3309852.72
18628,18628,Yaba,Ward 5 Yaba,Street 3 Ward 5 Yaba,Residential,20947024.33
18629,18629,Victoria Island,Ward 3 Victoria Island,Street 6 Ward 3 Victoria Island,Residential,41571182.06
18630,18630,Victoria Island,Ward 2 Victoria Island,Street 5 Ward 2 Victoria Island,Commercial,27876462.62
18631,18631,Agege,Ward 1 Agege,Street 3 Ward 1 Agege,Commercial,4390752.67
18632,18632,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 2 Ward 5 Amuwo-Odofin,Residential,7532073.97
18633,18633,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,Residential,26523490.37
18634,18634,Ajah,Ward 1 Ajah,Street 5 Ward 1 Ajah,Commercial,19554395.14
18635,18635,Victoria Island,Ward 2 Victoria Island,Street 4 Ward 2 Victoria Island,Residential,54400826.07
18636,18636,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,Residential,3875883.94
18637,18637,Ajah,Ward 2 Ajah,Street 2 Ward 2 Ajah,Residential,11211371.34
18638,18638,Surulere,Ward 4 Surulere,Street 2 Ward 4 Surulere,Residential,12586187.75
18639,18639,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 6 Ward 5 Oshodi-Isolo,Residential,8113247.68
18640,18640,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 4 Ward 5 Amuwo-Odofin,Commercial,1710260.52
18641,18641,Ikeja,Ward 3 Ikeja,Street 9 Ward 3 Ikeja,Commercial,14942859.03
18642,18642,Ajah,Ward 5 Ajah,Street 9 Ward 5 Ajah,Residential,5651516.93
18643,18643,Agege,Ward 1 Agege,Street 1 Ward 1 Agege,Residential,5305416.71
18644,18644,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 3 Ward 2 Ifako-Ijaiye,Commercial,1022583.96
18645,18645,Surulere,Ward 5 Surulere,Street 10 Ward 5 Surulere,Commercial,4035403.27
18646,18646,Epe,Ward 4 Epe,Street 1 Ward 4 Epe,Residential,8234385.54
18647,18647,Ikeja,Ward 2 Ikeja,Street 5 Ward 2 Ikeja,Commercial,2814750.74
18648,18648,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 5 Ward 2 Amuwo-Odofin,Residential,22473607.82
18649,18649,Mushin,Ward 2 Mushin,Street 3 Ward 2 Mushin,Residential,6671363.5
18650,18650,Mushin,Ward 5 Mushin,Street 5 Ward 5 Mushin,Residential,19586961.91
18651,18651,Ajah,Ward 5 Ajah,Street 7 Ward 5 Ajah,Residential,9984219.15
18652,18652,Ajah,Ward 3 Ajah,Street 8 Ward 3 Ajah,Commercial,20196056.64
18653,18653,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 3 Ward 5 Amuwo-Odofin,Commercial,3032607.6
18654,18654,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,Residential,64623269.41
18655,18655,Kosofe,Ward 5 Kosofe,Street 6 Ward 5 Kosofe,Commercial,1747746.67
18656,18656,Ajah,Ward 2 Ajah,Street 10 Ward 2 Ajah,Residential,27651298.76
18657,18657,Eti-Osa,Ward 1 Eti-Osa,Street 2 Ward 1 Eti-Osa,Residential,27511323.56
18658,18658,Surulere,Ward 4 Surulere,Street 4 Ward 4 Surulere,Commercial,33068271.17
18659,18659,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 5 Ward 1 Oshodi-Isolo,Residential,3465408.47
18660,18660,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 7 Ward 2 Ifako-Ijaiye,Commercial,4734685.39
18661,18661,Epe,Ward 1 Epe,Street 5 Ward 1 Epe,Commercial,22346738.12
18662,18662,Surulere,Ward 3 Surulere,Street 1 Ward 3 Surulere,Residential,27941420.43
18663,18663,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,Commercial,12397620.55
18664,18664,Mushin,Ward 1 Mushin,Street 6 Ward 1 Mushin,Residential,1795871.91
18665,18665,Epe,Ward 2 Epe,Street 6 Ward 2 Epe,Residential,9943411.31
18666,18666,Agege,Ward 3 Agege,Street 7 Ward 3 Agege,Residential,4650572.55
18667,18667,Badagry,Ward 5 Badagry,Street 9 Ward 5 Badagry,Commercial,7677713.61
18668,18668,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,Commercial,17467195.46
18669,18669,Ikorodu,Ward 2 Ikorodu,Street 7 Ward 2 Ikorodu,Residential,8614528.4
18670,18670,Badagry,Ward 4 Badagry,Street 8 Ward 4 Badagry,Residential,19360995.12
18671,18671,Epe,Ward 5 Epe,Street 6 Ward 5 Epe,Commercial,1515447.32
18672,18672,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,Commercial,3513911.94
18673,18673,Apapa,Ward 5 Apapa,Street 6 Ward 5 Apapa,Residential,11294556.93
18674,18674,Agege,Ward 3 Agege,Street 4 Ward 3 Agege,Residential,9260273.84
18675,18675,Eti-Osa,Ward 1 Eti-Osa,Street 9 Ward 1 Eti-Osa,Commercial,21785229.03
18676,18676,Agege,Ward 5 Agege,Street 9 Ward 5 Agege,Commercial,2899493.22
18677,18677,Somolu,Ward 5 Somolu,Street 10 Ward 5 Somolu,Residential,9439095.32
18678,18678,Yaba,Ward 3 Yaba,Street 6 Ward 3 Yaba,Commercial,18531515.41
18679,18679,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,Residential,28557072.73
18680,18680,Epe,Ward 4 Epe,Street 10 Ward 4 Epe,Residential,8921209.1
18681,18681,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 2 Ward 3 Amuwo-Odofin,Commercial,9735965.98
18682,18682,Agege,Ward 3 Agege,Street 9 Ward 3 Agege,Commercial,1442422.7
18683,18683,Ikorodu,Ward 1 Ikorodu,Street 2 Ward 1 Ikorodu,Commercial,4508657.65
18684,18684,Surulere,Ward 5 Surulere,Street 4 Ward 5 Surulere,Residential,14202723.87
18685,18685,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 4 Ward 4 Amuwo-Odofin,Residential,8347584.95
18686,18686,Eti-Osa,Ward 3 Eti-Osa,Street 7 Ward 3 Eti-Osa,Commercial,24953213.06
18687,18687,Epe,Ward 5 Epe,Street 7 Ward 5 Epe,Commercial,12883602.98
18688,18688,Badagry,Ward 2 Badagry,Street 8 Ward 2 Badagry,Commercial,7781430.09
18689,18689,Eti-Osa,Ward 1 Eti-Osa,Street 6 Ward 1 Eti-Osa,Commercial,7178447.21
18690,18690,Badagry,Ward 1 Badagry,Street 5 Ward 1 Badagry,Residential,11009425.32
18691,18691,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 9 Ward 1 Amuwo-Odofin,Commercial,2792874.62
18692,18692,Apapa,Ward 2 Apapa,Street 9 Ward 2 Apapa,Commercial,9038429.54
18693,18693,Ikeja,Ward 1 Ikeja,Street 1 Ward 1 Ikeja,Commercial,28223677.93
18694,18694,Victoria Island,Ward 1 Victoria Island,Street 4 Ward 1 Victoria Island,Residential,21985497.87
18695,18695,Kosofe,Ward 5 Kosofe,Street 4 Ward 5 Kosofe,Commercial,1250185.19
18696,18696,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 1 Ward 2 Oshodi-Isolo,Commercial,27913224.28
18697,18697,Surulere,Ward 3 Surulere,Street 2 Ward 3 Surulere,Residential,5604402.28
18698,18698,Shomolu,Ward 1 Shomolu,Street 8 Ward 1 Shomolu,Residential,3619001.36
18699,18699,Shomolu,Ward 5 Shomolu,Street 6 Ward 5 Shomolu,Commercial,5945129.37
18700,18700,Agege,Ward 5 Agege,Street 8 Ward 5 Agege,Residential,14377584.14
18701,18701,Kosofe,Ward 1 Kosofe,Street 10 Ward 1 Kosofe,Residential,4122088.39
18702,18702,Alimosho,Ward 5 Alimosho,Street 9 Ward 5 Alimosho,Commercial,3564140.41
18703,18703,Yaba,Ward 1 Yaba,Street 9 Ward 1 Yaba,Commercial,4773670.1
18704,18704,Shomolu,Ward 4 Shomolu,Street 7 Ward 4 Shomolu,Residential,9137751.42
18705,18705,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 6 Ward 3 Amuwo-Odofin,Residential,18792388.94
18706,18706,Victoria Island,Ward 1 Victoria Island,Street 1 Ward 1 Victoria Island,Residential,5371390.51
18707,18707,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 6 Ward 3 Amuwo-Odofin,Residential,8229640.13
18708,18708,Mushin,Ward 2 Mushin,Street 9 Ward 2 Mushin,Residential,16322200.16
18709,18709,Lekki,Ward 1 Lekki,Street 10 Ward 1 Lekki,Residential,15700461.89
18710,18710,Victoria Island,Ward 1 Victoria Island,Street 10 Ward 1 Victoria Island,Commercial,21229906.05
18711,18711,Ikorodu,Ward 2 Ikorodu,Street 1 Ward 2 Ikorodu,Residential,17654246.69
18712,18712,Victoria Island,Ward 5 Victoria Island,Street 4 Ward 5 Victoria Island,Commercial,37046027.05
18713,18713,Ikeja,Ward 4 Ikeja,Street 9 Ward 4 Ikeja,Commercial,21726257.39
18714,18714,Badagry,Ward 1 Badagry,Street 3 Ward 1 Badagry,Residential,5013551.69
18715,18715,Kosofe,Ward 3 Kosofe,Street 8 Ward 3 Kosofe,Residential,10094679.12
18716,18716,Yaba,Ward 2 Yaba,Street 5 Ward 2 Yaba,Commercial,30918748.99
18717,18717,Mushin,Ward 5 Mushin,Street 5 Ward 5 Mushin,Residential,15488661.74
18718,18718,Eti-Osa,Ward 5 Eti-Osa,Street 1 Ward 5 Eti-Osa,Commercial,30477687.02
18719,18719,Mushin,Ward 1 Mushin,Street 4 Ward 1 Mushin,Commercial,16468696.98
18720,18720,Yaba,Ward 5 Yaba,Street 1 Ward 5 Yaba,Commercial,24833530.77
18721,18721,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 7 Ward 5 Oshodi-Isolo,Residential,17997914.0
18722,18722,Lekki,Ward 2 Lekki,Street 10 Ward 2 Lekki,Residential,28679929.12
18723,18723,Apapa,Ward 1 Apapa,Street 10 Ward 1 Apapa,Commercial,18125825.18
18724,18724,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 7 Ward 2 Amuwo-Odofin,Commercial,1091966.12
18725,18725,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 4 Ward 5 Ifako-Ijaiye,Commercial,10822082.32
18726,18726,Somolu,Ward 3 Somolu,Street 5 Ward 3 Somolu,Residential,13632531.81
18727,18727,Badagry,Ward 2 Badagry,Street 10 Ward 2 Badagry,Residential,8945308.94
18728,18728,Somolu,Ward 2 Somolu,Street 7 Ward 2 Somolu,Commercial,25428821.12
18729,18729,Surulere,Ward 3 Surulere,Street 5 Ward 3 Surulere,Residential,6121088.56
18730,18730,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 8 Ward 4 Ifako-Ijaiye,Residential,10446421.78
18731,18731,Epe,Ward 2 Epe,Street 3 Ward 2 Epe,Residential,13798156.31
18732,18732,Yaba,Ward 3 Yaba,Street 3 Ward 3 Yaba,Commercial,4943586.13
18733,18733,Lekki,Ward 5 Lekki,Street 7 Ward 5 Lekki,Commercial,35255465.27
18734,18734,Surulere,Ward 1 Surulere,Street 2 Ward 1 Surulere,Commercial,22288881.6
18735,18735,Alimosho,Ward 5 Alimosho,Street 8 Ward 5 Alimosho,Residential,4854666.09
18736,18736,Agege,Ward 4 Agege,Street 3 Ward 4 Agege,Commercial,7703827.29
18737,18737,Ikeja,Ward 2 Ikeja,Street 5 Ward 2 Ikeja,Residential,19052493.84
18738,18738,Badagry,Ward 3 Badagry,Street 6 Ward 3 Badagry,Residential,10649600.57
18739,18739,Ikorodu,Ward 1 Ikorodu,Street 2 Ward 1 Ikorodu,Commercial,8645252.83
18740,18740,Victoria Island,Ward 4 Victoria Island,Street 2 Ward 4 Victoria Island,Commercial,57756920.35
18741,18741,Agege,Ward 2 Agege,Street 9 Ward 2 Agege,Commercial,1040497.62
18742,18742,Alimosho,Ward 5 Alimosho,Street 10 Ward 5 Alimosho,Commercial,1592735.6
18743,18743,Ajah,Ward 1 Ajah,Street 8 Ward 1 Ajah,Residential,17987138.44
18744,18744,Epe,Ward 2 Epe,Street 1 Ward 2 Epe,Residential,13274293.01
18745,18745,Eti-Osa,Ward 5 Eti-Osa,Street 5 Ward 5 Eti-Osa,Residential,4954456.05
18746,18746,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 7 Ward 3 Ifako-Ijaiye,Commercial,6224313.99
18747,18747,Ikorodu,Ward 4 Ikorodu,Street 5 Ward 4 Ikorodu,Residential,11984383.35
18748,18748,Alimosho,Ward 5 Alimosho,Street 7 Ward 5 Alimosho,Residential,14682454.14
18749,18749,Ajah,Ward 5 Ajah,Street 2 Ward 5 Ajah,Residential,7671457.24
18750,18750,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 10 Ward 3 Amuwo-Odofin,Residential,27123278.52
18751,18751,Apapa,Ward 3 Apapa,Street 6 Ward 3 Apapa,Commercial,1853456.93
18752,18752,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,Residential,10669574.17
18753,18753,Epe,Ward 2 Epe,Street 10 Ward 2 Epe,Commercial,9996969.93
18754,18754,Shomolu,Ward 4 Shomolu,Street 1 Ward 4 Shomolu,Residential,10004422.12
18755,18755,Agege,Ward 2 Agege,Street 2 Ward 2 Agege,Commercial,18427320.64
18756,18756,Ajah,Ward 4 Ajah,Street 9 Ward 4 Ajah,Residential,9134609.11
18757,18757,Somolu,Ward 2 Somolu,Street 10 Ward 2 Somolu,Residential,6586078.36
18758,18758,Epe,Ward 5 Epe,Street 5 Ward 5 Epe,Commercial,17920785.83
18759,18759,Alimosho,Ward 5 Alimosho,Street 10 Ward 5 Alimosho,Residential,7953491.89
18760,18760,Yaba,Ward 5 Yaba,Street 3 Ward 5 Yaba,Commercial,35505365.95
18761,18761,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,Residential,63875921.04
18762,18762,Agege,Ward 5 Agege,Street 3 Ward 5 Agege,Commercial,8824897.54
18763,18763,Badagry,Ward 2 Badagry,Street 2 Ward 2 Badagry,Commercial,14556759.68
18764,18764,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 4 Ward 3 Ifako-Ijaiye,Residential,23106332.12
18765,18765,Ikorodu,Ward 5 Ikorodu,Street 3 Ward 5 Ikorodu,Residential,10166897.25
18766,18766,Lekki,Ward 2 Lekki,Street 8 Ward 2 Lekki,Residential,36774438.9
18767,18767,Alimosho,Ward 3 Alimosho,Street 6 Ward 3 Alimosho,Residential,15226690.87
18768,18768,Surulere,Ward 3 Surulere,Street 2 Ward 3 Surulere,Commercial,24743114.55
18769,18769,Badagry,Ward 1 Badagry,Street 4 Ward 1 Badagry,Residential,25663837.74
18770,18770,Mushin,Ward 2 Mushin,Street 9 Ward 2 Mushin,Residential,14711607.15
18771,18771,Victoria Island,Ward 4 Victoria Island,Street 10 Ward 4 Victoria Island,Commercial,17674441.88
18772,18772,Alimosho,Ward 3 Alimosho,Street 9 Ward 3 Alimosho,Residential,3576398.47
18773,18773,Apapa,Ward 2 Apapa,Street 4 Ward 2 Apapa,Residential,6257520.28
18774,18774,Alimosho,Ward 2 Alimosho,Street 8 Ward 2 Alimosho,Residential,11299440.69
18775,18775,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 7 Ward 5 Oshodi-Isolo,Commercial,10650453.95
18776,18776,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 4 Ward 4 Ifako-Ijaiye,Residential,10350453.59
18777,18777,Lekki,Ward 5 Lekki,Street 10 Ward 5 Lekki,Residential,6170080.28
18778,18778,Lekki,Ward 1 Lekki,Street 3 Ward 1 Lekki,Residential,70866666.83
18779,18779,Kosofe,Ward 3 Kosofe,Street 1 Ward 3 Kosofe,Residential,7383266.23
18780,18780,Epe,Ward 1 Epe,Street 4 Ward 1 Epe,Residential,5237304.29
18781,18781,Mushin,Ward 1 Mushin,Street 8 Ward 1 Mushin,Commercial,8667835.64
18782,18782,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 8 Ward 4 Oshodi-Isolo,Residential,9829324.52
18783,18783,Apapa,Ward 4 Apapa,Street 5 Ward 4 Apapa,Commercial,6088367.78
18784,18784,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,Residential,7809984.36
18785,18785,Yaba,Ward 3 Yaba,Street 1 Ward 3 Yaba,Residential,17507083.81
18786,18786,Kosofe,Ward 5 Kosofe,Street 2 Ward 5 Kosofe,Residential,9813685.58
18787,18787,Ikorodu,Ward 4 Ikorodu,Street 3 Ward 4 Ikorodu,Commercial,9398734.74
18788,18788,Lekki,Ward 3 Lekki,Street 10 Ward 3 Lekki,Commercial,43450206.32
18789,18789,Badagry,Ward 2 Badagry,Street 6 Ward 2 Badagry,Residential,5517284.07
18790,18790,Mushin,Ward 4 Mushin,Street 4 Ward 4 Mushin,Commercial,5516018.06
18791,18791,Lekki,Ward 2 Lekki,Street 1 Ward 2 Lekki,Commercial,26003733.64
18792,18792,Ajah,Ward 5 Ajah,Street 3 Ward 5 Ajah,Commercial,6532899.16
18793,18793,Mushin,Ward 3 Mushin,Street 3 Ward 3 Mushin,Residential,1750731.69
18794,18794,Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,Commercial,1832109.15
18795,18795,Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,Commercial,17838354.69
18796,18796,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 10 Ward 3 Amuwo-Odofin,Commercial,2666350.46
18797,18797,Kosofe,Ward 3 Kosofe,Street 2 Ward 3 Kosofe,Commercial,5996579.35
18798,18798,Victoria Island,Ward 5 Victoria Island,Street 2 Ward 5 Victoria Island,Commercial,16968444.86
18799,18799,Shomolu,Ward 1 Shomolu,Street 1 Ward 1 Shomolu,Commercial,4718831.97
18800,18800,Apapa,Ward 4 Apapa,Street 6 Ward 4 Apapa,Residential,11040139.35
18801,18801,Victoria Island,Ward 3 Victoria Island,Street 8 Ward 3 Victoria Island,Residential,15448307.55
18802,18802,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 6 Ward 2 Ifako-Ijaiye,Commercial,9095361.96
18803,18803,Apapa,Ward 1 Apapa,Street 10 Ward 1 Apapa,Residential,9400908.49
18804,18804,Agege,Ward 5 Agege,Street 8 Ward 5 Agege,Commercial,9033466.28
18805,18805,Yaba,Ward 3 Yaba,Street 3 Ward 3 Yaba,Residential,32985463.57
18806,18806,Kosofe,Ward 1 Kosofe,Street 2 Ward 1 Kosofe,Residential,9011875.21
18807,18807,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 4 Ward 3 Oshodi-Isolo,Commercial,15790307.9
18808,18808,Epe,Ward 4 Epe,Street 2 Ward 4 Epe,Residential,751809.01
18809,18809,Badagry,Ward 3 Badagry,Street 5 Ward 3 Badagry,Commercial,17084418.37
18810,18810,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 9 Ward 3 Ifako-Ijaiye,Residential,3987051.24
18811,18811,Kosofe,Ward 1 Kosofe,Street 4 Ward 1 Kosofe,Residential,14152262.1
18812,18812,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 7 Ward 3 Oshodi-Isolo,Residential,17911717.56
18813,18813,Victoria Island,Ward 4 Victoria Island,Street 10 Ward 4 Victoria Island,Residential,30835714.86
18814,18814,Lekki,Ward 1 Lekki,Street 3 Ward 1 Lekki,Residential,45400102.36
18815,18815,Apapa,Ward 4 Apapa,Street 10 Ward 4 Apapa,Residential,12359839.85
18816,18816,Mushin,Ward 2 Mushin,Street 1 Ward 2 Mushin,Residential,14472286.49
18817,18817,Badagry,Ward 5 Badagry,Street 3 Ward 5 Badagry,Commercial,4372667.77
18818,18818,Somolu,Ward 5 Somolu,Street 5 Ward 5 Somolu,Commercial,22958943.15
18819,18819,Shomolu,Ward 3 Shomolu,Street 3 Ward 3 Shomolu,Residential,20921715.52
18820,18820,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 8 Ward 3 Oshodi-Isolo,Residential,17569940.9
18821,18821,Kosofe,Ward 2 Kosofe,Street 6 Ward 2 Kosofe,Commercial,11737124.88
18822,18822,Yaba,Ward 5 Yaba,Street 2 Ward 5 Yaba,Commercial,1948743.12
18823,18823,Ajah,Ward 3 Ajah,Street 1 Ward 3 Ajah,Commercial,1945216.59
18824,18824,Alimosho,Ward 2 Alimosho,Street 4 Ward 2 Alimosho,Commercial,5212326.03
18825,18825,Alimosho,Ward 3 Alimosho,Street 3 Ward 3 Alimosho,Commercial,3089449.93
18826,18826,Ikorodu,Ward 2 Ikorodu,Street 1 Ward 2 Ikorodu,Residential,7352244.54
18827,18827,Ajah,Ward 2 Ajah,Street 5 Ward 2 Ajah,Commercial,9199182.2
18828,18828,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 6 Ward 2 Ifako-Ijaiye,Residential,4875330.54
18829,18829,Apapa,Ward 2 Apapa,Street 4 Ward 2 Apapa,Residential,939036.07
18830,18830,Victoria Island,Ward 2 Victoria Island,Street 6 Ward 2 Victoria Island,Commercial,43505993.18
18831,18831,Eti-Osa,Ward 4 Eti-Osa,Street 8 Ward 4 Eti-Osa,Residential,18792933.91
18832,18832,Badagry,Ward 3 Badagry,Street 2 Ward 3 Badagry,Commercial,13730431.33
18833,18833,Surulere,Ward 2 Surulere,Street 4 Ward 2 Surulere,Commercial,28096404.92
18834,18834,Mushin,Ward 3 Mushin,Street 10 Ward 3 Mushin,Residential,21822449.22
18835,18835,Victoria Island,Ward 2 Victoria Island,Street 6 Ward 2 Victoria Island,Residential,14694049.27
18836,18836,Lekki,Ward 5 Lekki,Street 7 Ward 5 Lekki,Residential,34086189.75
18837,18837,Mushin,Ward 2 Mushin,Street 9 Ward 2 Mushin,Residential,6763862.17
18838,18838,Victoria Island,Ward 5 Victoria Island,Street 7 Ward 5 Victoria Island,Commercial,31723009.39
18839,18839,Eti-Osa,Ward 5 Eti-Osa,Street 5 Ward 5 Eti-Osa,Commercial,35243399.75
18840,18840,Kosofe,Ward 4 Kosofe,Street 8 Ward 4 Kosofe,Residential,4792287.13
18841,18841,Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,Residential,14532272.12
